      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60
      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60
      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60
      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.39      0.39      0.39      0.39      0.39      0.39      0.39      0.39      0.39      0.60      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60
      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.38      0.60      0.60      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.60      0.38      0.38      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.70      0.70      0.70      0.70      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.38      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60
      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.38      0.38      0.38      0.38      0.60      0.38      0.60      0.60      0.38      0.38      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.60      0.60      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.60      0.60      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.70      0.70      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.38      0.38      0.38      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.38      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60
      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.38      0.38      0.60      0.60      0.38      0.60      0.60      0.38      0.38      0.38      0.60      0.38      0.38      0.38      0.38      0.38      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.38      0.37      0.37      0.37      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60
      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.60      0.37      0.37      0.37      0.37      0.37      0.37      0.60      0.37      0.37      0.60      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.60      0.60      0.60      0.60      0.60      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.60      0.60      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.60      0.60      0.60      0.60      0.60      0.36
      0.37      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.60      0.60      0.37      0.37      0.37      0.37      0.60      0.60      0.60      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.70      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37
      0.36      0.37      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.60      0.37      0.37      0.37      0.60      0.60      0.60      0.60      0.60      0.70      0.70      0.70      0.70      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.36
